CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
LIG_fascist;Fascistos;;;;;;;;;;;;;x
PROV3688;Cokeville;;;;;;;;;;;;;x
PROV3689;Franklin;;;;;;;;;;;;;x
PROV3691;Owyhee;;;;;;;;;;;;;x
PROV3690;Yakima;;;;;;;;;;;;;x
PROV3693;Shamahki;;;;;;;;;;;;;x
PROV3692;Shirvan;;;;;;;;;;;;;x
PROV3696;Fumbum;;;;;;;;;;;;;x
PROV3695;Holo;;;;;;;;;;;;;x
PROV3694;Arawala;;;;;;;;;;;;;x
PROV3697;Fort Liberte;;;;;;;;;;;;;x
KAA;Kauai;;;;;;;;;;;;;;;;;;;;;;x;;;;
KAA_ADJ;Kauai;;;;;;;;;;;;;;;;;;;;;;x;;;;
MAG;Maguindanao;;;;;;;;;;;;;;;;;;;;;;x;;;;
MAG_ADJ;Maguindanese;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAU;Barus;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAU_ADJ;Barese;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAD;Padris;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAD_ADJ;Padris;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAG;Pagaruyung;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAG_ADJ;Pagaruyung;;;;;;;;;;;;;;;;;;;;;;x;;;;
PMB;Palembang;;;;;;;;;;;;;;;;;;;;;;x;;;;
PMB_ADJ;Palembangi;;;;;;;;;;;;;;;;;;;;;;x;;;;
UWU;Luwu;;;;;;;;;;;;;;;;;;;;;;x;;;;
UWU_ADJ;Luwese;;;;;;;;;;;;;;;;;;;;;;x;;;;
KNW;Konawe;;;;;;;;;;;;;;;;;;;;;;x;;;;
KNW_ADJ;Konawese;;;;;;;;;;;;;;;;;;;;;;x;;;;
DGG;Donggala;;;;;;;;;;;;;;;;;;;;;;x;;;;
DGG_ADJ;Donggalese;;;;;;;;;;;;;;;;;;;;;;x;;;;
MNF;Mandar;;;;;;;;;;;;;;;;;;;;;;x;;;;
MNF_ADJ;Mandari;;;;;;;;;;;;;;;;;;;;;;x;;;;
BUU;Bulungan;;;;;;;;;;;;;;;;;;;;;;x;;;;
BUU_ADJ;Bulungani;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMB;Sambas;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMB_ADJ;Sambasi;;;;;;;;;;;;;;;;;;;;;;x;;;;
SLB;Selimbau;;;;;;;;;;;;;;;;;;;;;;x;;;;
SLB_ADJ;Selimbaui;;;;;;;;;;;;;;;;;;;;;;x;;;;
TER;Terengganu;;;;;;;;;;;;;;;;;;;;;;x;;;;
TER_ADJ;Terenggani;;;;;;;;;;;;;;;;;;;;;;x;;;;
KLT;Kelantan;;;;;;;;;;;;;;;;;;;;;;x;;;;
KLT_ADJ;Kelantani;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAA;Bacan;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAA_ADJ;Bacani;;;;;;;;;;;;;;;;;;;;;;x;;;;
CGU;Capitanía General de Guatemala;;;;;;;;;;;;;;;;;;;;;;x;;;;
CGU_ADJ;Guatemalan;;;;;;;;;;;;;;;;;;;;;;x;;;;
CYC;Capitanía General de Yucatán;;;;;;;;;;;;;;;;;;;;;;x;;;;
CYC_ADJ;Yucatan;;;;;;;;;;;;;;;;;;;;;;x;;;;
CVN;Capitanía General de Venezuela;;;;;;;;;;;;;;;;;;;;;;x;;;;
CVN_ADJ;Venezuelan;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMN;Seminoles;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMN_ADJ;Seminole;;;;;;;;;;;;;;;;;;;;;;x;;;;
ATG;Army of the Three Guarantees;;;;;;;;;;;;;;;;;;;;;;x;;;;
ATG_ADJ;Mexican;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOH;Kingdom of Haiti;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOH_ADJ;Haitian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO1;Republiqueta de Ayopayo;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO2;Republiqueta de la Laguna;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO3;Republiqueta de Larecaja;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO4;Republiqueta de Santa Cruz;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO5;Republiqueta de Vallegrande;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO6;Republiqueta de Cinti;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO7;Republiqueta de Tarija;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO8;Republiqueta de Porco;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO9;Republiqueta de Chayanta;;;;;;;;;;;;;;;;;;;;;;x;;;;
B10;Republiqueta de Pirai;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO1_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO2_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO3_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO4_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO5_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO6_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO7_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO8_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
BO9_ADJ;Bolivian;;;;;;;;;;;;;;;;;;;;;;x;;;;
B10_ADJ;Guarani;;;;;;;;;;;;;;;;;;;;;;x;;;;
KVD;Khovd;;;;;;;;;;;;;;;;;;;;;;x;;;;
KVD_ADJ;Mongolian;;;;;;;;;;;;;;;;;;;;;;x;;;;
ULI;Uliastai;;;;;;;;;;;;;;;;;;;;;;x;;;;
ULI_ADJ;Mongolian;;;;;;;;;;;;;;;;;;;;;;x;;;;
