CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
LIG_fascist;Fascistos;;;;;;;;;;;;;x
PROV3688;Cokeville;;;;;;;;;;;;;x
PROV3689;Franklin;;;;;;;;;;;;;x
PROV3691;Owyhee;;;;;;;;;;;;;x
PROV3690;Yakima;;;;;;;;;;;;;x
PROV3693;Shamahki;;;;;;;;;;;;;x
PROV3692;Shirvan;;;;;;;;;;;;;x
PROV3696;Fumbum;;;;;;;;;;;;;x
PROV3695;Holo;;;;;;;;;;;;;x
PROV3694;Arawala;;;;;;;;;;;;;x
PROV3697;Fort Liberte;;;;;;;;;;;;;x
KAA;Kauai;;;;;;;;;;;;;;;;;;;;;;x;;;;
KAA_ADJ;Kauai;;;;;;;;;;;;;;;;;;;;;;x;;;;
MAG;Maguindanao;;;;;;;;;;;;;;;;;;;;;;x;;;;
MAG_ADJ;Maguindanese;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAU;Barus;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAU_ADJ;Barese;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAD;Padris;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAD_ADJ;Padris;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAG;Pagaruyung;;;;;;;;;;;;;;;;;;;;;;x;;;;
PAG_ADJ;Pagaruyung;;;;;;;;;;;;;;;;;;;;;;x;;;;
PMB;Palembang;;;;;;;;;;;;;;;;;;;;;;x;;;;
PMB_ADJ;Palembangi;;;;;;;;;;;;;;;;;;;;;;x;;;;
UWU;Luwu;;;;;;;;;;;;;;;;;;;;;;x;;;;
UWU_ADJ;Luwese;;;;;;;;;;;;;;;;;;;;;;x;;;;
KNW;Konawe;;;;;;;;;;;;;;;;;;;;;;x;;;;
KNW_ADJ;Konawese;;;;;;;;;;;;;;;;;;;;;;x;;;;
DGG;Donggala;;;;;;;;;;;;;;;;;;;;;;x;;;;
DGG_ADJ;Donggalese;;;;;;;;;;;;;;;;;;;;;;x;;;;
MNF;Mandar;;;;;;;;;;;;;;;;;;;;;;x;;;;
MNF_ADJ;Mandari;;;;;;;;;;;;;;;;;;;;;;x;;;;
BUU;Bulungan;;;;;;;;;;;;;;;;;;;;;;x;;;;
BUU_ADJ;Bulungani;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMB;Sambas;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMB_ADJ;Sambasi;;;;;;;;;;;;;;;;;;;;;;x;;;;
SLB;Selimbau;;;;;;;;;;;;;;;;;;;;;;x;;;;
SLB_ADJ;Selimbaui;;;;;;;;;;;;;;;;;;;;;;x;;;;
TER;Terengganu;;;;;;;;;;;;;;;;;;;;;;x;;;;
TER_ADJ;Terenggani;;;;;;;;;;;;;;;;;;;;;;x;;;;
KLT;Kelantan;;;;;;;;;;;;;;;;;;;;;;x;;;;
KLT_ADJ;Kelantani;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAA;Bacan;;;;;;;;;;;;;;;;;;;;;;x;;;;
BAA_ADJ;Bacani;;;;;;;;;;;;;;;;;;;;;;x;;;;
CGU;Capitania General de Guatemala;;;;;;;;;;;;;;;;;;;;;;x;;;;
CGU_ADJ;Guatemalan;;;;;;;;;;;;;;;;;;;;;;x;;;;
CYC;Capitania General de Yucatan;;;;;;;;;;;;;;;;;;;;;;x;;;;
CYC_ADJ;Yucatan;;;;;;;;;;;;;;;;;;;;;;x;;;;
CVN;Capitania General de Venezuela;;;;;;;;;;;;;;;;;;;;;;x;;;;
CVN_ADJ;Venezuelan;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMN;Seminoles;;;;;;;;;;;;;;;;;;;;;;x;;;;
SMN_ADJ;Seminole;;;;;;;;;;;;;;;;;;;;;;x;;;;
ATG;Army of the Three Guarantees;;;;;;;;;;;;;;;;;;;;;;x;;;;
ATG_ADJ;Mexican;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOH;Kingdom of Haiti;;;;;;;;;;;;;;;;;;;;;;x;;;;
KOH_ADJ;Haitian;;;;;;;;;;;;;;;;;;;;;;x;;;;
